1	1985	-7.543257413423589	.1073502476100507	6.20242916983e-07
1	1991	-6.368814908704422	.092958904235047	4.78029418442e-07
1	1998	-6.368814908704422	.092958904235047	4.78029418442e-07
1	2005	-7.032113016004388	.0867000846626774	7.67848951812e-07
2	1985	-.2200302270241892	.0249659945977232	8.03910219309e-09
2	1991	-.2640360966932889	.0299591944286508	9.64627814442e-09
2	1998	-.3432472326439964	.0299469522448842	1.25408529656e-08
2	2005	-.5280619779635529	.0299183761625839	1.92964808888e-08
3	1985	-.2640360966932889	.0299591944286508	9.64627814442e-09
3	1991	-.2992412083302725	.0339537527138129	1.09332513370e-08
3	1998	-.2992412083302725	.0339537527138129	1.09332513370e-08
3	2005	-.2992412083302725	.0339537527138129	1.09332513370e-08
4	1985	-1.38333369816435	.0495687011697601	-5.41880077845e-07
4	1991	-4.932008387789324	.0574642043780589	4.21092776623e-07
4	1998	-5.985528661768711	.0621427480320008	5.50677570189e-07
4	2005	-5.984264170953182	.0621397619795209	5.51755567475e-07
5	1985	-1.801654486462397	.0532456794535977	1.17716162619e-07
5	1991	-2.454319896111571	.0623042226241622	4.65374443123e-08
5	1998	-3.340003420435622	.0587231799868002	1.82388865943e-07
5	2005	-2.530079971150172	.0525238308776358	1.11913380839e-07
6	1985	-1.917084563637488	.049683900029736	7.46842652312e-08
6	1991	-1.873407101533971	.0496316132952165	8.68327341770e-08
6	1998	-1.890413836345161	.0481882130124955	1.32133530057e-07
6	2005	-2.032627673971476	.0468462598032858	1.53717988475e-07
7	1985	-1.64571420479507	.0808503681524162	-1.24383565688e-06
7	1991	-7.238374518047749	.0827938640072851	6.68964911344e-07
7	1998	-8.260835110842237	.0811138976526982	1.12254781347e-06
7	2005	-8.57226691324081	.0716321961276626	1.83024041507e-06
8	1985	-3.149934735803903	.0315961821425721	7.78354571577e-07
8	1991	-10.18707586259585	.0593638914854637	2.43064858366e-06
8	1998	-10.27152958008408	.0514678567056494	2.78089788390e-06
8	2005	-10.27152958008408	.0514678567056494	2.78089788390e-06
9	1985	-7.246189403054103	.0931573992610146	4.33944565591e-07
9	1991	-7.943078984393509	.080244290618173	-1.20539170905e-07
9	1998	-8.275248503779565	.0697024728413969	-3.01632877741e-08
9	2005	-10.39962136745032	.072429632122597	1.41163619079e-06
10	1985	-3.127055980167	.0567365912491556	-2.26825939278e-08
10	1991	-3.78896965248137	.0646910031339163	3.65657825790e-07
10	1998	-4.146749125630393	.0670638151922367	-1.20630672608e-06
10	2005	-3.230255210742413	.0616112920435482	5.18807153145e-07
11	1985	-6.720761641262953	.0952530590094148	1.02518574957e-06
11	1991	-4.654251084127736	.0795775675053879	3.74708299111e-07
11	1998	-5.54136100886376	.0880507633528844	4.55404795041e-07
11	2005	-6.010593270123479	.086751965659371	7.50565074669e-07
12	1985	-12.80101094329109	.0914424649741205	2.82997641316e-06
12	1991	-8.019426944976516	.0648135754649804	9.07608559678e-07
12	1998	-9.524985612473841	.0679414965221404	5.42694135149e-06
12	2005	-9.269814527568045	.0604473095492077	5.31806944355e-06
13	1985	-14.45933726393696	.1031463840773473	3.20522089527e-06
13	1991	-12.50451630515326	.0888316135490739	2.31938425962e-06
13	1998	-8.94143030682369	.063283549322392	5.08359152203e-06
13	2005	-11.44488247383606	.0662309574387453	4.30077998134e-06
14	1985	-7.724289812856171	.0962125680191055	8.75921012082e-07
14	1991	-3.097035545054112	.0705964825082982	-2.87196691847e-07
14	1998	-3.047844611745063	.0689533471139445	-2.77482448328e-07
14	2005	-5.252553689329005	.0672736437371308	2.96553469786e-08
15	1985	-3.204505074883144	.0452473968059989	3.63048300313e-07
15	1991	-3.905217559902823	.045347311639922	5.48703763686e-07
15	1998	-4.243523479476934	.0451822776977916	4.25280372199e-07
15	2005	-4.399665906498726	.0437384552774197	5.33836404612e-07
