1	17	1992	0	0	2	17	18
1	18	1993	0	0	2	17	18
1	19	1994	0	0	3	19	24
1	20	1995	0	0	3	19	24
1	21	1996	0	0	3	19	24
1	22	1997	1	0	3	19	24
1	23	1998	1	0	3	19	24
1	24	1999	1	1	3	19	24
1	25	2000	1	0	4	25	59
1	26	2001	1	1	4	25	59
1	27	2002	1	0	4	25	59
1	28	2003	1	1	4	25	59
1	29	2004	1	0	4	25	59
1	30	2005	1	1	4	25	59
1	31	2006	0	0	4	25	59
1	32	2007	0	0	4	25	59
1	33	2008	0	0	4	25	59
1	34	2009	0	0	4	25	59
1	35	2010	0	0	4	25	59
1	36	2011	0	0	4	25	59
1	37	2012	0	0	4	25	59
1	38	2013	0	0	4	25	59
1	39	2014	0	0	4	25	59
1	40	2015	0	0	4	25	59
1	41	2016	0	0	4	25	59
1	42	2017	0	0	4	25	59
1	43	2018	0	0	4	25	59
1	44	2019	0	0	4	25	59
1	45	2020	0	0	4	25	59
1	46	2021	0	0	4	25	59
1	47	2022	0	0	4	25	59
1	48	2023	0	0	4	25	59
1	49	2024	0	0	4	25	59
1	50	2025	0	0	4	25	59
1	51	2026	0	0	4	25	59
1	52	2027	0	0	4	25	59
1	53	2028	0	0	4	25	59
1	54	2029	0	0	4	25	59
1	55	2030	0	0	4	25	59
1	56	2031	0	0	4	25	59
1	57	2032	0	0	4	25	59
1	58	2033	0	0	4	25	59
1	59	2034	0	0	4	25	59
2	17	1993	0	0	2	17	17
2	18	1994	0	0	3	18	23
2	19	1995	0	0	3	18	23
2	20	1996	0	0	3	18	23
2	21	1997	1	0	3	18	23
2	22	1998	1	0	3	18	23
2	23	1999	1	1	3	18	23
2	24	2000	1	0	4	24	59
2	25	2001	1	1	4	24	59
2	26	2002	1	0	4	24	59
2	27	2003	1	0	4	24	59
2	28	2004	1	0	4	24	59
2	29	2005	1	1	4	24	59
2	30	2006	0	0	4	24	59
2	31	2007	0	0	4	24	59
2	32	2008	0	0	4	24	59
2	33	2009	0	0	4	24	59
2	34	2010	0	0	4	24	59
2	35	2011	0	0	4	24	59
2	36	2012	0	0	4	24	59
2	37	2013	0	0	4	24	59
2	38	2014	0	0	4	24	59
2	39	2015	0	0	4	24	59
2	40	2016	0	0	4	24	59
2	41	2017	0	0	4	24	59
2	42	2018	0	0	4	24	59
2	43	2019	0	0	4	24	59
2	44	2020	0	0	4	24	59
2	45	2021	0	0	4	24	59
2	46	2022	0	0	4	24	59
2	47	2023	0	0	4	24	59
2	48	2024	0	0	4	24	59
2	49	2025	0	0	4	24	59
2	50	2026	0	0	4	24	59
2	51	2027	0	0	4	24	59
2	52	2028	0	0	4	24	59
2	53	2029	0	0	4	24	59
2	54	2030	0	0	4	24	59
2	55	2031	0	0	4	24	59
2	56	2032	0	0	4	24	59
2	57	2033	0	0	4	24	59
2	58	2034	0	0	4	24	59
2	59	2035	0	0	4	24	59
3	17	1993	0	0	2	17	17
3	18	1994	0	0	3	18	23
3	19	1995	1	0	3	18	23
3	20	1996	1	0	3	18	23
3	21	1997	1	0	3	18	23
3	22	1998	1	0	3	18	23
3	23	1999	0	0	3	18	23
3	24	2000	0	0	4	24	59
3	25	2001	0	0	4	24	59
3	26	2002	0	0	4	24	59
3	27	2003	0	0	4	24	59
3	28	2004	0	0	4	24	59
3	29	2005	0	0	4	24	59
3	30	2006	0	0	4	24	59
3	31	2007	0	0	4	24	59
3	32	2008	0	0	4	24	59
3	33	2009	0	0	4	24	59
3	34	2010	0	0	4	24	59
3	35	2011	0	0	4	24	59
3	36	2012	0	0	4	24	59
3	37	2013	0	0	4	24	59
3	38	2014	0	0	4	24	59
3	39	2015	0	0	4	24	59
3	40	2016	0	0	4	24	59
3	41	2017	0	0	4	24	59
3	42	2018	0	0	4	24	59
3	43	2019	0	0	4	24	59
3	44	2020	0	0	4	24	59
3	45	2021	0	0	4	24	59
3	46	2022	0	0	4	24	59
3	47	2023	0	0	4	24	59
3	48	2024	0	0	4	24	59
3	49	2025	0	0	4	24	59
3	50	2026	0	0	4	24	59
3	51	2027	0	0	4	24	59
3	52	2028	0	0	4	24	59
3	53	2029	0	0	4	24	59
3	54	2030	0	0	4	24	59
3	55	2031	0	0	4	24	59
3	56	2032	0	0	4	24	59
3	57	2033	0	0	4	24	59
3	58	2034	0	0	4	24	59
3	59	2035	0	0	4	24	59
4	17	1982	0	0	1	17	21
4	18	1983	0	0	1	17	21
4	19	1984	0	0	1	17	21
4	20	1985	0	0	1	17	21
4	21	1986	0	0	1	17	21
4	22	1987	0	0	2	22	28
4	23	1988	0	0	2	22	28
4	24	1989	0	0	2	22	28
4	25	1990	0	0	2	22	28
4	26	1991	0	0	2	22	28
4	27	1992	1	0	2	22	28
4	28	1993	1	0	2	22	28
4	29	1994	1	1	3	29	34
4	30	1995	1	0	3	29	34
4	31	1996	1	0	3	29	34
4	32	1997	1	0	3	29	34
4	33	1998	1	0	3	29	34
4	34	1999	1	1	3	29	34
4	35	2000	1	0	4	35	59
4	36	2001	1	1	4	35	59
4	37	2002	1	0	4	35	59
4	38	2003	1	1	4	35	59
4	39	2004	1	0	4	35	59
4	40	2005	1	1	4	35	59
4	41	2006	0	0	4	35	59
4	42	2007	0	0	4	35	59
4	43	2008	0	0	4	35	59
4	44	2009	0	0	4	35	59
4	45	2010	0	0	4	35	59
4	46	2011	0	0	4	35	59
4	47	2012	0	0	4	35	59
4	48	2013	0	0	4	35	59
4	49	2014	0	0	4	35	59
4	50	2015	0	0	4	35	59
4	51	2016	0	0	4	35	59
4	52	2017	0	0	4	35	59
4	53	2018	0	0	4	35	59
4	54	2019	0	0	4	35	59
4	55	2020	0	0	4	35	59
4	56	2021	0	0	4	35	59
4	57	2022	0	0	4	35	59
4	58	2023	0	0	4	35	59
4	59	2024	0	0	4	35	59
5	17	1993	0	0	2	17	17
5	18	1994	0	0	3	18	23
5	19	1995	0	0	3	18	23
5	20	1996	0	0	3	18	23
5	21	1997	0	0	3	18	23
5	22	1998	0	0	3	18	23
5	23	1999	0	0	3	18	23
5	24	2000	0	0	4	24	59
5	25	2001	1	1	4	24	59
5	26	2002	1	0	4	24	59
5	27	2003	1	1	4	24	59
5	28	2004	1	0	4	24	59
5	29	2005	1	1	4	24	59
5	30	2006	0	0	4	24	59
5	31	2007	0	0	4	24	59
5	32	2008	0	0	4	24	59
5	33	2009	0	0	4	24	59
5	34	2010	0	0	4	24	59
5	35	2011	0	0	4	24	59
5	36	2012	0	0	4	24	59
5	37	2013	0	0	4	24	59
5	38	2014	0	0	4	24	59
5	39	2015	0	0	4	24	59
5	40	2016	0	0	4	24	59
5	41	2017	0	0	4	24	59
5	42	2018	0	0	4	24	59
5	43	2019	0	0	4	24	59
5	44	2020	0	0	4	24	59
5	45	2021	0	0	4	24	59
5	46	2022	0	0	4	24	59
5	47	2023	0	0	4	24	59
5	48	2024	0	0	4	24	59
5	49	2025	0	0	4	24	59
5	50	2026	0	0	4	24	59
5	51	2027	0	0	4	24	59
5	52	2028	0	0	4	24	59
5	53	2029	0	0	4	24	59
5	54	2030	0	0	4	24	59
5	55	2031	0	0	4	24	59
5	56	2032	0	0	4	24	59
5	57	2033	0	0	4	24	59
5	58	2034	0	0	4	24	59
5	59	2035	0	0	4	24	59
6	17	1988	0	0	2	17	22
6	18	1989	0	0	2	17	22
6	19	1990	1	0	2	17	22
6	20	1991	1	0	2	17	22
6	21	1992	1	0	2	17	22
